rank,geartype,name,mmsi,flag,port,km,near,dist_agree,delta,kn,h,vend,fish,vid,flag_gfw,flag_greatcircle
0.332,TRAWLERS,YUEHUILAIYU43715,412466446,CHN,shenquan,75.4,72.4,DIFFER,0.0406,6.9,5.9,2023-09-16T08:35:18.000Z,2023-09-16T14:26:57.000Z,8b233068f-f51d-45f4-704d-b14ff1b8daf7,TFCCTF{412466446_shenquan_16.09.2023_02:26_PM_72.4},TFCCTF{412466446_shenquan_16.09.2023_02:26_PM_75.4}
0.3305,TRAWLERS,YUEHUILAIYU43043,412466437,CHN,shenquan,68.2,64.1,DIFFER,0.0595,8.2,4.5,2023-09-06T00:41:57.000Z,2023-09-06T05:11:28.000Z,a512fa93d-d446-c45e-5cf2-66595ab6304a,TFCCTF{412466437_shenquan_06.09.2023_05:11_AM_64.1},TFCCTF{412466437_shenquan_06.09.2023_05:11_AM_68.2}
0.3296,FISHING,ZHEDAIYUYUN01558,412426779,CHN,ningbo,262.4,246.7,DIFFER,0.06,8.2,17.2,2023-09-03T16:15:59.000Z,2023-09-04T09:28:10.000Z,aa397820a-a714-42c8-d050-faf7a385dc3d,TFCCTF{412426779_ningbo_04.09.2023_09:28_AM_246.7},TFCCTF{412426779_ningbo_04.09.2023_09:28_AM_262.4}
0.3274,INCONCLUSIVE,139,520000000,FJI,suva,550.2,519.2,DIFFER,0.0564,7.9,37.8,2023-09-01T06:24:41.000Z,2023-09-02T20:13:39.000Z,be84d71a1-1ebd-1ae4-a2ff-929a670816ae,TFCCTF{520000000_suva_02.09.2023_08:13_PM_519.2},TFCCTF{520000000_suva_02.09.2023_08:13_PM_550.2}
0.3265,TRAWLERS,ARGENOVA 4,701000549,ARG,puerto deseado,264.1,248.2,DIFFER,0.0604,8.2,17.3,2023-09-03T12:17:50.000Z,2023-09-04T05:36:25.000Z,b977de2bb-b32d-d7af-18c9-52d71868a6e3,TFCCTF{701000549_puerto deseado_04.09.2023_05:36_AM_248.2},TFCCTF{701000549_puerto deseado_04.09.2023_05:36_AM_264.1}
0.3264,DRIFTING_LONGLINES,YUE LU FENG 25009,332543123,GTM,donggang,132.0,125.7,DIFFER,0.0478,7.3,9.8,2023-09-30T01:43:54.000Z,2023-09-30T11:33:06.000Z,ede7bae51-1786-bd22-8082-c2358f3619c1,TFCCTF{332543123_donggang_30.09.2023_11:33_AM_125.7},TFCCTF{332543123_donggang_30.09.2023_11:33_AM_132.0}
0.3262,POLE_AND_LINE,BRITTANY DAWN,338386114,USA,cape may corinthian,129.7,127.7,DIFFER,0.0158,13.9,5.0,2023-09-04T07:26:50.000Z,2023-09-04T12:29:20.000Z,bc9e1dfe5-543d-05ea-1eed-c4094bbb74ca,TFCCTF{338386114_cape may corinthian_04.09.2023_12:29_PM_127.7},TFCCTF{338386114_cape may corinthian_04.09.2023_12:29_PM_129.7}
0.3239,SET_GILLNETS,88 NAM IL,440081170,KOR,seogwipo,85.3,89.8,DIFFER,0.0504,7.4,6.2,2023-09-08T00:18:57.000Z,2023-09-08T06:32:48.000Z,767a72232-2306-e8e4-c91b-0881d5538fb8,TFCCTF{440081170_seogwipo_08.09.2023_06:32_AM_89.8},TFCCTF{440081170_seogwipo_08.09.2023_06:32_AM_85.3}
0.3215,DRIFTING_LONGLINES,DER YUEN NO33,416002624,TWN,port louis,826.4,798.8,DIFFER,0.0333,6.6,67.8,2023-08-30T09:17:30.000Z,2023-09-02T05:03:46.000Z,15be150be-e31e-b868-d159-0b4400be4529,TFCCTF{416002624_port louis_02.09.2023_05:03_AM_798.8},TFCCTF{416002624_port louis_02.09.2023_05:03_AM_826.4}
0.3198,TRAWLERS,KMKA VOYAGER I,316033841,CAN,pubnico,160.9,152.1,DIFFER,0.0547,7.6,11.4,2023-09-29T01:54:57.000Z,2023-09-29T13:17:00.000Z,2e1dc651a-a209-0c63-1476-e2ae91345d29,TFCCTF{316033841_pubnico_29.09.2023_01:17_PM_152.1},TFCCTF{316033841_pubnico_29.09.2023_01:17_PM_160.9}
0.3157,OTHER_PURSE_SEINES,MONSTERS,367773470,USA,seward anchorage,201.0,192.1,DIFFER,0.044,7.0,15.6,2023-09-04T23:03:20.000Z,2023-09-05T14:37:22.000Z,b461c03d6-6999-5b15-c6ce-77795990a5c2,TFCCTF{367773470_seward anchorage_05.09.2023_02:37_PM_192.1},TFCCTF{367773470_seward anchorage_05.09.2023_02:37_PM_201.0}
0.3144,DRIFTING_LONGLINES,HO HSIN HSING NO.601,416004635,TWN,port louis,889.8,848.7,DIFFER,0.0463,7.1,67.9,2023-08-30T12:10:41.000Z,2023-09-02T08:07:11.000Z,e27715f49-9076-c496-a205-1620f3fa1180,TFCCTF{416004635_port louis_02.09.2023_08:07_AM_848.7},TFCCTF{416004635_port louis_02.09.2023_08:07_AM_889.8}
0.3137,TRAWLERS,BAQUEIRO,224324000,ESP,castletown bearhaven,164.8,176.8,DIFFER,0.0682,9.6,9.3,2023-09-04T00:00:08.000Z,2023-09-04T09:19:06.000Z,554cb8562-23c2-510a-0686-fd68d007a5c5,TFCCTF{224324000_castletown bearhaven_04.09.2023_09:19_AM_176.8},TFCCTF{224324000_castletown bearhaven_04.09.2023_09:19_AM_164.8}
0.3137,SET_GILLNETS,AOTEA,512011281,NZL,new plymouth,58.2,56.1,DIFFER,0.0371,6.7,4.7,2023-09-06T20:27:36.000Z,2023-09-07T01:10:39.000Z,34eaef359-96de-9ea5-c229-1d1956bba62f,TFCCTF{512011281_new plymouth_07.09.2023_01:10_AM_56.1},TFCCTF{512011281_new plymouth_07.09.2023_01:10_AM_58.2}
0.3136,SQUID_JIGGER,LIAOYUYIHAO,412679810,CHN,callao,711.1,689.5,DIFFER,0.0303,6.4,59.8,2023-09-07T17:15:09.000Z,2023-09-10T05:00:39.000Z,4bee52444-4439-7147-c240-3eebc4f105a5,TFCCTF{412679810_callao_10.09.2023_05:00_AM_689.5},TFCCTF{412679810_callao_10.09.2023_05:00_AM_711.1}
0.3118,NA,CHYWAN JYE CHYUN NO7,416000343,TWN,donggang,214.1,207.1,DIFFER,0.0324,6.5,17.8,2023-09-06T01:04:53.000Z,2023-09-06T18:55:04.000Z,b2a8e837f-f158-fc82-6c9d-e6b7628d1bf9,TFCCTF{416000343_donggang_06.09.2023_06:55_PM_207.1},TFCCTF{416000343_donggang_06.09.2023_06:55_PM_214.1}
0.3094,FIXED_GEAR,CARLOS,361000120,SPM,miquelon,65.2,61.1,DIFFER,0.0637,8.4,4.2,2023-09-09T01:34:26.000Z,2023-09-09T05:45:52.000Z,fd020b825-55e5-6923-7965-ca025a6dea66,TFCCTF{361000120_miquelon_09.09.2023_05:45_AM_61.1},TFCCTF{361000120_miquelon_09.09.2023_05:45_AM_65.2}
0.3093,TRAWLERS,HM74 OESTERSTRAND,219787000,DNK,hanstholm,55.8,58.7,DIFFER,0.05,7.2,4.2,2023-09-03T21:35:05.000Z,2023-09-04T01:45:07.000Z,b3cae7c74-475b-ec46-b2d3-6c478cd6a436,TFCCTF{219787000_hanstholm_04.09.2023_01:45_AM_58.7},TFCCTF{219787000_hanstholm_04.09.2023_01:45_AM_55.8}
0.309,FISHING,YUEYANGDONGYU14128,412462945,CHN,zhuhai,86.6,82.1,DIFFER,0.0518,7.3,6.4,2023-09-04T16:08:11.000Z,2023-09-04T22:30:46.000Z,ccdbd8811-1a7c-b24e-f32a-1c30d6474f44,TFCCTF{412462945_zhuhai_04.09.2023_10:30_PM_82.1},TFCCTF{412462945_zhuhai_04.09.2023_10:30_PM_86.6}
0.3063,FISHING,MI PUERTO,730152116,COL,buenaventura,290.4,283.7,DIFFER,0.023,6.2,25.5,2023-09-10T16:16:17.000Z,2023-09-11T17:43:51.000Z,bcce9aca7-7d2d-10e8-650a-61a2ab2204ea,TFCCTF{730152116_buenaventura_11.09.2023_05:43_PM_283.7},TFCCTF{730152116_buenaventura_11.09.2023_05:43_PM_290.4}
0.3047,DRIFTING_LONGLINES,HOSANNA,771420567,,colombo,149.8,160.6,DIFFER,0.0668,8.8,9.2,2023-09-17T21:47:56.000Z,2023-09-18T06:57:19.000Z,e22acd42f-f5f9-e994-9301-17ea58f5ef86,TFCCTF{771420567_colombo_18.09.2023_06:57_AM_160.6},TFCCTF{771420567_colombo_18.09.2023_06:57_AM_149.8}
0.3042,TRAWLERS,51788,416956739,TWN,shidao,83.0,78.8,DIFFER,0.0507,7.2,6.2,2023-09-01T07:48:55.000Z,2023-09-01T14:01:31.000Z,f118a3d09-9a2f-fad9-99fd-2785df33e65f,TFCCTF{416956739_shidao_01.09.2023_02:01_PM_78.8},TFCCTF{416956739_shidao_01.09.2023_02:01_PM_83.0}
0.303,FIXED_GEAR,ZHE PU YU 19167,412411816,CHN,ningbo,305.9,285.7,DIFFER,0.0661,8.7,19.1,2023-09-04T05:04:26.000Z,2023-09-05T00:08:50.000Z,7edd0afcf-f38f-f3d7-29c3-543697f4c2cc,TFCCTF{412411816_ningbo_05.09.2023_12:08_AM_285.7},TFCCTF{412411816_ningbo_05.09.2023_12:08_AM_305.9}
0.3028,SET_LONGLINES,OS CASTRO,224095620,ESP,cedeira,68.8,67.2,DIFFER,0.0224,6.1,6.1,2023-08-31T22:46:08.000Z,2023-09-01T04:50:08.000Z,c30c428cb-b7dc-680c-5df8-e9f920e1d133,TFCCTF{224095620_cedeira_01.09.2023_04:50_AM_67.2},TFCCTF{224095620_cedeira_01.09.2023_04:50_AM_68.8}
0.3014,TUNA_PURSE_SEINES,WILDCHILD,339261000,JAM,chatham,269.1,255.0,DIFFER,0.0525,7.3,19.9,2023-09-03T21:23:02.000Z,2023-09-04T17:16:32.000Z,e585004c4-4583-5041-ff17-7990f2789aff,TFCCTF{339261000_chatham_04.09.2023_05:16_PM_255.0},TFCCTF{339261000_chatham_04.09.2023_05:16_PM_269.1}
0.2983,SET_LONGLINES,GRANT,368025680,USA,dutch harbor,231.0,224.7,DIFFER,0.0273,6.2,20.0,2023-09-03T20:21:43.000Z,2023-09-04T16:24:13.000Z,f65097179-94cc-f101-42ab-7676f2449595,TFCCTF{368025680_dutch harbor_04.09.2023_04:24_PM_224.7},TFCCTF{368025680_dutch harbor_04.09.2023_04:24_PM_231.0}
0.2968,TRAWLERS,LULAIZHOUYU66077,412330986,CHN,lushan,70.8,67.3,DIFFER,0.0488,7.0,5.4,2023-09-13T09:48:29.000Z,2023-09-13T15:13:52.000Z,a49f31abe-e231-d457-0bc0-6d231a29bdc2,TFCCTF{412330986_lushan_13.09.2023_03:13_PM_67.3},TFCCTF{412330986_lushan_13.09.2023_03:13_PM_70.8}
0.294,FISHING,QIONYANGYU14018,412520097,CHN,guangzhou,140.4,136.1,DIFFER,0.0304,6.3,12.1,2023-09-11T15:36:59.000Z,2023-09-12T03:40:37.000Z,32b32713c-c860-13cf-5bac-636c60f22aad,TFCCTF{412520097_guangzhou_12.09.2023_03:40_AM_136.1},TFCCTF{412520097_guangzhou_12.09.2023_03:40_AM_140.4}
0.2899,TRAWLERS,HEYKUR,231030000,FRO,toftir,98.5,93.2,DIFFER,0.0537,7.3,7.3,2023-09-03T21:27:38.000Z,2023-09-04T04:46:46.000Z,677a1d194-463d-7c79-c8f5-8593b88b39af,TFCCTF{231030000_toftir_04.09.2023_04:46_AM_93.2},TFCCTF{231030000_toftir_04.09.2023_04:46_AM_98.5}
0.2858,TRAWLERS,YUEHUILAIYU43516,412466262,CHN,shenquan,62.8,60.9,DIFFER,0.0294,6.2,5.5,2023-09-06T00:34:33.000Z,2023-09-06T06:02:37.000Z,a93807855-5782-e925-1c4b-947135491051,TFCCTF{412466262_shenquan_06.09.2023_06:02_AM_60.9},TFCCTF{412466262_shenquan_06.09.2023_06:02_AM_62.8}
0.2827,TRAWLERS,GUIHEYU32288,412502736,CHN,yangjiang,112.6,104.5,DIFFER,0.0715,10.3,5.9,2023-09-05T05:13:49.000Z,2023-09-05T11:06:18.000Z,47a96b308-8691-cf2c-6521-df3f7f37563c,TFCCTF{412502736_yangjiang_05.09.2023_11:06_AM_104.5},TFCCTF{412502736_yangjiang_05.09.2023_11:06_AM_112.6}
0.2781,SET_LONGLINES,1,416003167,TWN,donggang,150.5,141.7,DIFFER,0.0587,7.5,10.9,2023-09-06T22:33:24.000Z,2023-09-07T09:24:46.000Z,98a993104-4bf5-7ba7-4e53-f08d034d3bc7,TFCCTF{416003167_donggang_07.09.2023_09:24_AM_141.7},TFCCTF{416003167_donggang_07.09.2023_09:24_AM_150.5}
0.2717,SET_LONGLINES,MINGXIAYU01536,412445072,CHN,ningbo,94.6,91.7,DIFFER,0.0307,6.1,8.3,2023-09-05T13:16:35.000Z,2023-09-05T21:36:28.000Z,c789fa1dd-d7a5-526c-79bf-a9b63269cfc6,TFCCTF{412445072_ningbo_05.09.2023_09:36_PM_91.7},TFCCTF{412445072_ningbo_05.09.2023_09:36_PM_94.6}
0.2706,TRAWLERS,YUEHUILAIYU43057,412466953,CHN,shenquan,51.4,53.4,DIFFER,0.0375,6.3,4.4,2023-09-06T00:17:39.000Z,2023-09-06T04:40:08.000Z,c0e5c7f8a-a5a8-cc9b-169a-a95b82f8a65a,TFCCTF{412466953_shenquan_06.09.2023_04:40_AM_53.4},TFCCTF{412466953_shenquan_06.09.2023_04:40_AM_51.4}
0.2676,TRAWLERS,SANTA GRAZIA SECONDA,247122020,ITA,giulianova,54.9,53.2,DIFFER,0.0318,6.1,4.8,2023-09-10T15:42:31.000Z,2023-09-10T20:32:43.000Z,f3d4867c5-5f40-d0f2-ce98-216e192348b2,TFCCTF{247122020_giulianova_10.09.2023_08:32_PM_53.2},TFCCTF{247122020_giulianova_10.09.2023_08:32_PM_54.9}
0.2675,TRAWLERS,ZHUWAN3991,412529248,CHN,hongkong,111.2,105.9,DIFFER,0.0482,6.7,8.9,2023-09-04T12:10:59.000Z,2023-09-04T21:05:12.000Z,d1ebb2123-343c-c172-be61-dca3b7391f1d,TFCCTF{412529248_hongkong_04.09.2023_09:05_PM_105.9},TFCCTF{412529248_hongkong_04.09.2023_09:05_PM_111.2}
0.2644,SET_LONGLINES,MANAOLEMOANA,367140060,USA,pago pago harbor,126.4,132.3,DIFFER,0.0446,6.6,10.4,2023-09-05T09:51:21.000Z,2023-09-05T20:15:51.000Z,5de9076d8-80c8-eb38-a43a-5592998f76b2,TFCCTF{367140060_pago pago harbor_05.09.2023_08:15_PM_132.3},TFCCTF{367140060_pago pago harbor_05.09.2023_08:15_PM_126.4}
0.2633,DRIFTING_LONGLINES,SHIN SHENG CHINQ 126,416000834,TWN,liuqiu,132.8,138.0,DIFFER,0.0378,6.3,11.4,2023-09-06T01:42:53.000Z,2023-09-06T13:06:47.000Z,fa1a4be51-1a6d-72c4-3d5b-771a975f9f65,TFCCTF{416000834_liuqiu_06.09.2023_01:06_PM_138.0},TFCCTF{416000834_liuqiu_06.09.2023_01:06_PM_132.8}
0.2578,DRIFTING_LONGLINES,FU KUAN YU NO1,577544000,VUT,apia,257.4,246.0,DIFFER,0.0441,6.5,21.4,2023-09-23T00:21:04.000Z,2023-09-23T21:47:46.000Z,7c4ec7106-61a4-3ab4-d9f0-5d2de015c031,TFCCTF{577544000_apia_23.09.2023_09:47_PM_246.0},TFCCTF{577544000_apia_23.09.2023_09:47_PM_257.4}
0.2575,TRAWLERS,YUEHUILAIYU43550,412466272,CHN,shenquan,73.1,70.0,DIFFER,0.0424,6.4,6.2,2023-09-06T00:00:05.000Z,2023-09-06T06:09:41.000Z,6f56f997e-ec17-7fe7-5633-70690d641326,TFCCTF{412466272_shenquan_06.09.2023_06:09_AM_70.0},TFCCTF{412466272_shenquan_06.09.2023_06:09_AM_73.1}
0.2575,POLE_AND_LINE,37BUGYUNG,440126270,KOR,seogwipo,183.1,172.7,DIFFER,0.0566,7.1,13.9,2023-08-31T21:05:12.000Z,2023-09-01T10:59:42.000Z,0a49ad5b7-7f31-3b8d-f593-6170a963ec3a,TFCCTF{440126270_seogwipo_01.09.2023_10:59_AM_172.7},TFCCTF{440126270_seogwipo_01.09.2023_10:59_AM_183.1}
0.2549,TRAWLERS,ZHU WAN 3938,412480743,CHN,hongkong,53.2,50.2,DIFFER,0.0551,7.0,4.1,2023-09-04T10:27:55.000Z,2023-09-04T14:34:18.000Z,e24d1641f-f9f0-f6f6-7b71-8af2196e5ae1,TFCCTF{412480743_hongkong_04.09.2023_02:34_PM_50.2},TFCCTF{412480743_hongkong_04.09.2023_02:34_PM_53.2}
0.252,SET_GILLNETS,F/V CAP NO,228390000,FRA,roscoff,77.4,72.8,DIFFER,0.0594,7.2,5.8,2023-09-20T19:50:08.000Z,2023-09-21T01:36:32.000Z,a64825c52-22d9-1a94-3fd2-dc474ec897d5,TFCCTF{228390000_roscoff_21.09.2023_01:36_AM_72.8},TFCCTF{228390000_roscoff_21.09.2023_01:36_AM_77.4}
0.2516,DRIFTING_LONGLINES,IMULA 0698 NBO,417069831,LKA,colombo,144.6,134.2,DIFFER,0.0716,8.6,9.1,2023-09-02T23:21:53.000Z,2023-09-03T08:26:38.000Z,b4050e6ab-b23b-740b-f6a5-95b514d514e0,TFCCTF{417069831_colombo_03.09.2023_08:26_AM_134.2},TFCCTF{417069831_colombo_03.09.2023_08:26_AM_144.6}
0.2502,FISHING,ZHEDAIYUYUN01589,412427062,CHN,ningbo,246.2,229.7,DIFFER,0.0671,7.9,16.8,2023-09-03T17:35:44.000Z,2023-09-04T10:24:09.000Z,e679bdfd5-5f4f-9527-21f6-22d140b56f9a,TFCCTF{412427062_ningbo_04.09.2023_10:24_AM_229.7},TFCCTF{412427062_ningbo_04.09.2023_10:24_AM_246.2}
0.2489,SET_GILLNETS,QIONGDANYU11238,412311238,CHN,guangzhou,139.6,132.3,DIFFER,0.0529,6.8,11.1,2023-09-05T03:28:17.000Z,2023-09-05T14:33:07.000Z,9714f871b-b767-9b47-7ade-bd70a56fdda5,TFCCTF{412311238_guangzhou_05.09.2023_02:33_PM_132.3},TFCCTF{412311238_guangzhou_05.09.2023_02:33_PM_139.6}
0.2487,TRAWLERS,MARIA LILIANA,701000645,ARG,puerto madryn,159.9,147.9,DIFFER,0.0747,9.5,9.1,2023-09-01T12:58:16.000Z,2023-09-01T22:03:13.000Z,0daa94a5e-eb73-7aea-d2dc-2ffc33723dcd,TFCCTF{701000645_puerto madryn_01.09.2023_10:03_PM_147.9},TFCCTF{701000645_puerto madryn_01.09.2023_10:03_PM_159.9}
0.2476,FIXED_GEAR,CHUANN CHUANN NO9527,416004289,TWN,shen ao,180.7,171.6,DIFFER,0.0503,6.7,14.6,2023-09-05T16:43:37.000Z,2023-09-06T07:22:23.000Z,b4a82a2c6-6200-91fd-ac76-7faef7bb47fb,TFCCTF{416004289_shen ao_06.09.2023_07:22_AM_171.6},TFCCTF{416004289_shen ao_06.09.2023_07:22_AM_180.7}
0.245,TRAWLERS,KAPA,273291820,RUS,murmansk,331.7,308.4,DIFFER,0.0702,8.2,21.8,2023-09-16T00:15:25.000Z,2023-09-16T22:00:45.000Z,5bdd133ca-a1a2-d1a4-bf38-bcdacc1c85b7,TFCCTF{273291820_murmansk_16.09.2023_10:00_PM_308.4},TFCCTF{273291820_murmansk_16.09.2023_10:00_PM_331.7}
0.2449,FISHING,NICHOLA OF LADRAM,232020583,GBR,salcombe,83.2,79.1,DIFFER,0.0491,6.6,6.8,2023-09-01T22:10:49.000Z,2023-09-02T05:00:26.000Z,c2bdf0b27-732e-0f90-68e9-f18f734e9316,TFCCTF{232020583_salcombe_02.09.2023_05:00_AM_79.1},TFCCTF{232020583_salcombe_02.09.2023_05:00_AM_83.2}
0.242,DRIFTING_LONGLINES,MIAMARU NO.58,431001322,JPN,sendai,872.6,815.4,DIFFER,0.0655,7.6,61.8,2023-09-14T03:21:24.000Z,2023-09-16T17:12:20.000Z,404934cc8-8482-91b0-2542-ff6ba94c5bda,TFCCTF{431001322_sendai_16.09.2023_05:12_PM_815.4},TFCCTF{431001322_sendai_16.09.2023_05:12_PM_872.6}
0.2416,FISHING,MEYA,242141100,MAR,dakhla,128.6,121.4,DIFFER,0.0564,6.9,10.0,2023-08-31T22:35:00.000Z,2023-09-01T08:36:30.000Z,d0c686e4e-e60b-b45b-bed9-0eb32a48bf33,TFCCTF{242141100_dakhla_01.09.2023_08:36_AM_121.4},TFCCTF{242141100_dakhla_01.09.2023_08:36_AM_128.6}
0.2387,TRAWLERS,YUEHUILAIYU41005,412466977,CHN,shenquan,53.1,49.9,DIFFER,0.0601,7.1,4.0,2023-09-06T05:44:04.000Z,2023-09-06T09:45:02.000Z,8e8c63e86-6f21-6b3f-1ce0-0dd990a01e44,TFCCTF{412466977_shenquan_06.09.2023_09:45_AM_49.9},TFCCTF{412466977_shenquan_06.09.2023_09:45_AM_53.1}
0.2371,SET_GILLNETS,ZITA KR19,219004002,DNK,hirtshals,49.3,46.9,DIFFER,0.0481,6.5,4.1,2023-08-31T21:30:11.000Z,2023-09-01T01:37:20.000Z,190eaf9dc-cdd2-6620-e23c-42ade915a339,TFCCTF{219004002_hirtshals_01.09.2023_01:37_AM_46.9},TFCCTF{219004002_hirtshals_01.09.2023_01:37_AM_49.3}
0.2367,DRIFTING_LONGLINES,NF TUNA PEAK NO 1,645659000,MUS,port louis,960.8,897.1,DIFFER,0.0663,7.6,68.1,2023-09-04T13:35:29.000Z,2023-09-07T09:39:04.000Z,ab820ac53-3e49-7e7f-56f1-f870f7c9c22f,TFCCTF{645659000_port louis_07.09.2023_09:39_AM_897.1},TFCCTF{645659000_port louis_07.09.2023_09:39_AM_960.8}
0.2363,SET_LONGLINES,LADY OF THE SEA II,367705430,USA,honolulu,322.2,305.9,DIFFER,0.0506,6.6,26.5,2023-09-02T18:48:24.000Z,2023-09-03T21:18:20.000Z,1d30c7932-2cb1-0f87-02d5-a9b09128d381,TFCCTF{367705430_honolulu_03.09.2023_09:18_PM_305.9},TFCCTF{367705430_honolulu_03.09.2023_09:18_PM_322.2}
0.2358,SET_LONGLINES,MAAN FENG JINN,416002535,TWN,donggang,158.8,149.3,DIFFER,0.0602,7.1,12.1,2023-09-05T03:13:44.000Z,2023-09-05T15:18:10.000Z,73d894762-22b2-e9cd-b4b0-03a0daf696d9,TFCCTF{416002535_donggang_05.09.2023_03:18_PM_149.3},TFCCTF{416002535_donggang_05.09.2023_03:18_PM_158.8}
0.2341,NA,YUEHUILAIYU43572,412466522,CHN,shenquan,50.0,52.2,DIFFER,0.0418,6.2,4.4,2023-09-06T00:55:44.000Z,2023-09-06T05:17:44.000Z,aee250329-95ca-955b-4e84-ac4b70a54409,TFCCTF{412466522_shenquan_06.09.2023_05:17_AM_52.2},TFCCTF{412466522_shenquan_06.09.2023_05:17_AM_50.0}
0.2314,TRAWLERS,MRTK-1129,273454540,RUS,murmansk,309.0,286.3,DIFFER,0.0735,8.5,19.5,2023-09-08T08:39:10.000Z,2023-09-09T04:12:06.000Z,4772a67b7-74de-85a2-ab87-2ec342fa9274,TFCCTF{273454540_murmansk_09.09.2023_04:12_AM_286.3},TFCCTF{273454540_murmansk_09.09.2023_04:12_AM_309.0}
0.2281,TRAWLERS,ZHUXIANG1667,412461058,CHN,hongkong,58.2,55.9,DIFFER,0.0395,6.0,5.2,2023-09-04T07:32:30.000Z,2023-09-04T12:44:04.000Z,5d1ff67dc-c520-ee1a-70e9-c5505f9fcfb8,TFCCTF{412461058_hongkong_04.09.2023_12:44_PM_55.9},TFCCTF{412461058_hongkong_04.09.2023_12:44_PM_58.2}
0.2276,TRAWLERS,SUENO REAL,701007001,ARG,mar del plata,98.4,90.8,DIFFER,0.0771,10.3,5.1,2023-09-09T15:45:03.000Z,2023-09-09T20:53:25.000Z,5d6e5ee82-2b76-0954-bc44-dd4ad14bc611,TFCCTF{701007001_mar del plata_09.09.2023_08:53_PM_90.8},TFCCTF{701007001_mar del plata_09.09.2023_08:53_PM_98.4}
0.2273,TRAWLERS,KALYGIR,273861000,RUS,magadan,111.6,107.2,DIFFER,0.0397,6.0,10.0,2023-08-31T14:34:29.000Z,2023-09-01T00:32:09.000Z,7f9b3b274-4133-0a37-b84d-3dbee7beb8a4,TFCCTF{273861000_magadan_01.09.2023_12:32_AM_107.2},TFCCTF{273861000_magadan_01.09.2023_12:32_AM_111.6}
0.2266,TRAWLERS,ALLOTF 3,242926000,MAR,dakhla,128.0,119.9,DIFFER,0.0635,7.2,9.5,2023-08-31T22:44:25.000Z,2023-09-01T08:17:24.000Z,2d2b10537-74da-cea1-0475-b5ce56a336a2,TFCCTF{242926000_dakhla_01.09.2023_08:17_AM_119.9},TFCCTF{242926000_dakhla_01.09.2023_08:17_AM_128.0}
0.2262,TRAWLERS,NICHOLE,367556830,USA,kodiak,47.7,45.8,DIFFER,0.041,6.1,4.2,2023-09-05T18:20:42.000Z,2023-09-05T22:34:47.000Z,0dd6d3f1c-c7a1-9941-04a4-78ac52c15b48,TFCCTF{367556830_kodiak_05.09.2023_10:34_PM_45.8},TFCCTF{367556830_kodiak_05.09.2023_10:34_PM_47.7}
0.2225,SET_LONGLINES,KNOTIN YET,316044359,CAN,louisburg,176.8,186.9,DIFFER,0.0543,6.6,14.4,2023-09-01T09:32:40.000Z,2023-09-01T23:59:29.000Z,0d710184e-edf2-e13b-76c2-cb26aacd4263,TFCCTF{316044359_louisburg_01.09.2023_11:59_PM_186.9},TFCCTF{316044359_louisburg_01.09.2023_11:59_PM_176.8}
0.2211,TRAWLERS,LISBETH FRICH,219015103,DNK,thyboron,59.6,62.8,DIFFER,0.0503,6.4,5.0,2023-09-03T08:07:10.000Z,2023-09-03T13:08:49.000Z,9bea41dc3-31c7-b575-43ea-05bab094b47b,TFCCTF{219015103_thyboron_03.09.2023_01:08_PM_62.8},TFCCTF{219015103_thyboron_03.09.2023_01:08_PM_59.6}
0.2192,FISHING,11588,412888881,CHN,zhuhai,125.2,116.3,DIFFER,0.0707,7.9,8.6,2023-09-05T07:15:13.000Z,2023-09-05T15:51:51.000Z,930774d7e-ea80-425c-2bbf-256d65392882,TFCCTF{412888881_zhuhai_05.09.2023_03:51_PM_116.3},TFCCTF{412888881_zhuhai_05.09.2023_03:51_PM_125.2}
0.2174,SET_LONGLINES,IMULA 0737 NBO,417073731,LKA,negombo,256.6,238.5,DIFFER,0.0707,7.8,17.7,2023-09-17T01:36:18.000Z,2023-09-17T19:20:08.000Z,32dc7855f-f6b0-8586-9b54-234cbe5640cb,TFCCTF{417073731_negombo_17.09.2023_07:20_PM_238.5},TFCCTF{417073731_negombo_17.09.2023_07:20_PM_256.6}
0.2149,TRAWLERS,SIR ELDON,316002570,CAN,makkovik,94.5,89.6,DIFFER,0.0518,6.4,8.0,2023-09-01T22:56:16.000Z,2023-09-02T06:54:19.000Z,a85ba1411-1cb2-7e45-2bef-ba7a4373589c,TFCCTF{316002570_makkovik_02.09.2023_06:54_AM_89.6},TFCCTF{316002570_makkovik_02.09.2023_06:54_AM_94.5}
0.2141,SET_LONGLINES,JIN YEU SHUENN,416003278,TWN,keelung,154.8,144.1,DIFFER,0.0689,7.6,11.1,2023-09-05T23:30:29.000Z,2023-09-06T10:34:36.000Z,f69e1a416-67e4-d991-f014-a8095908d539,TFCCTF{416003278_keelung_06.09.2023_10:34_AM_144.1},TFCCTF{416003278_keelung_06.09.2023_10:34_AM_154.8}
0.213,DRIFTING_LONGLINES,AN WEN FA NO.8,416003301,TWN,keelung,169.7,158.6,DIFFER,0.0656,7.2,12.7,2023-09-04T22:35:02.000Z,2023-09-05T11:15:50.000Z,b12dbfef6-62ff-1651-126b-e79ae47e02fe,TFCCTF{416003301_keelung_05.09.2023_11:15_AM_158.6},TFCCTF{416003301_keelung_05.09.2023_11:15_AM_169.7}
