score,story,tail_score,name,tail,tail_why,mmsi,flag,geartype,dep_port,n_pv,prior_30d,n_fish,gap_h,kn,km_calc,km_gfw,dkm,exact1dp,fish_start,src,vid,flag_calc,flag_gfw
0.0216,0.0481,0.45,TUNGA,TUNGA,"wide glyph at index 1-2, too short to be cut",659390000,NAM,TRAWLERS,WALVIS BAY,13,1,70,7.61,9.09,128.1,130.7,2.6,no,2023-09-29T01:48:09,trawler-slice,49ecc2adb-b099-af29-358e-f8faccbf3227,TFCCTF{659390000_walvis bay_29.09.2023_01:48_AM_128.1},TFCCTF{659390000_walvis bay_29.09.2023_01:48_AM_130.7}
0.0214,0.0535,0.4,LU YAN YUAN YU 008,YU 008,"wide glyph at index 1-2, digits in tail",412331036,CHN,SQUID_JIGGER,CALLAO,1,0,78,29.34,9.54,518.4,494.2,24.2,no,2023-09-21T00:00:08,agent8-fill,fbe37c19a-a27d-1055-1889-7be42c0ad8fe,TFCCTF{412331036_callao_21.09.2023_12:00_AM_518.4},TFCCTF{412331036_callao_21.09.2023_12:00_AM_494.2}
0.0213,0.0969,0.22,JINHAI856,HAI856,"wide glyph, wrong index, digits in tail",412420691,CHN,SQUID_JIGGER,CALLAO,1,0,33,51.77,6.18,592.1,585.9,6.2,no,2023-09-13T03:13:13,agent8-fill,ea3d27dd2-27be-6353-9d86-e9475d7aaab7,TFCCTF{412420691_callao_13.09.2023_03:13_AM_592.1},TFCCTF{412420691_callao_13.09.2023_03:13_AM_585.9}
0.0207,0.0207,1.0,SEIRYOMARU,YOMARU,wide glyph at index 1-2,431018446,JPN,SET_GILLNETS,OMAEZAKI,20,3,11,5.55,6.21,63.8,64.4,0.6,no,2023-09-01T21:09:47,agent8-fill,15aefe5fe-e9bb-f69a-fe3e-1f848d852a77,TFCCTF{431018446_omaezaki_01.09.2023_09:09_PM_63.8},TFCCTF{431018446_omaezaki_01.09.2023_09:09_PM_64.4}
0.0206,0.0833,0.248,JABBUK,JABBUK,"wide glyph, wrong index, too short to be cut",538060020,MHL,TUNA_PURSE_SEINES,MAJURO,6,1,97,14.12,6.96,182.0,179.8,2.2,no,2023-09-07T17:11:00,agent8-fill,36f79ad3e-e9b7-9035-2518-38ea629911a5,TFCCTF{538060020_majuro_07.09.2023_05:11_PM_182.0},TFCCTF{538060020_majuro_07.09.2023_05:11_PM_179.8}
0.0202,0.0449,0.45,DAYNA S,AYNA S,"wide glyph at index 1-2, too short to be cut",367364340,USA,FISHING,WESTPORT,3,2,8,6.12,6.97,78.9,82.1,3.2,no,2023-09-14T02:12:44,longline-slice,cd8ddc03b-bf6a-7c15-1f4a-a2c46d4a1bc3,TFCCTF{367364340_westport_14.09.2023_02:12_AM_78.9},TFCCTF{367364340_westport_14.09.2023_02:12_AM_82.1}
0.0201,0.0915,0.22,YUEJIANGCHENGYU66088,U66088,"wide glyph, wrong index, digits in tail",412462966,CHN,FISHING,ZHUHAI,3,1,79,4.3,12.69,101.0,97.9,3.1,no,2023-09-04T21:37:17,longline-slice,371f877c9-9700-5838-14a6-c16cc7e8148a,TFCCTF{412462966_zhuhai_04.09.2023_09:37_PM_101.0},TFCCTF{412462966_zhuhai_04.09.2023_09:37_PM_97.9}
0.0199,0.0199,1.0,DUCA DEGLI ABRUZZI,BRUZZI,wide glyph at index 1-2,247141170,ITA,DRIFTING_LONGLINES,PORTO PINO,20,3,34,4.38,8.57,69.6,68.9,0.7,no,2023-09-13T08:46:06,longline-slice,b209d3486-64a6-9c36-251f-0e9d0d48031e,TFCCTF{247141170_porto pino_13.09.2023_08:46_AM_69.6},TFCCTF{247141170_porto pino_13.09.2023_08:46_AM_68.9}
0.0195,0.0888,0.22,YUEHUILAIYU43459,U43459,"wide glyph, wrong index, digits in tail",412466278,CHN,TRAWLERS,SHENQUAN,5,1,44,4.12,7.77,59.2,56.9,2.3,no,2023-09-06T05:42:06,trawler-slice,749e033e5-5418-562a-0e95-0c703fe8a03e,TFCCTF{412466278_shenquan_06.09.2023_05:42_AM_59.2},TFCCTF{412466278_shenquan_06.09.2023_05:42_AM_56.9}
0.0194,0.0194,1.0,F/V ALBATOR II,TOR II,wide glyph at index 1-2,227512000,FRA,SET_GILLNETS,CASTLETOWN BEARHAVEN,14,4,78,8.22,7.85,119.5,120.2,0.7,no,2023-09-01T22:43:19,agent8-fill,fef9bb426-69b2-9ea0-7c0e-bd90bf18012d,TFCCTF{227512000_castletown bearhaven_01.09.2023_10:43_PM_119.5},TFCCTF{227512000_castletown bearhaven_01.09.2023_10:43_PM_120.2}
0.0194,0.0353,0.55,MFV LAVERNE,AVERNE,"wide glyph, wrong index",601974000,ZAF,TRAWLERS,CAPE TOWN,11,1,136,6.62,6.26,76.8,71.8,5.0,no,2023-09-05T01:53:28,trawler-slice,5bd18e9f5-5d60-529e-bfd2-36df3e08571b,TFCCTF{601974000_cape town_05.09.2023_01:53_AM_76.8},TFCCTF{601974000_cape town_05.09.2023_01:53_AM_71.8}
0.0191,0.2386,0.08,IMULA 0989 GLE,89 GLE,"no wide glyph, digits in tail",417098991,LKA,DRIFTING_LONGLINES,MARISSA,2,1,8,4.91,7.55,68.6,68.4,0.2,no,2023-09-07T19:11:53,longline-slice,7911b5c14-4815-a932-1ff3-b2a0eaba06eb,TFCCTF{417098991_marissa_07.09.2023_07:11_PM_68.6},TFCCTF{417098991_marissa_07.09.2023_07:11_PM_68.4}
0.0183,0.0457,0.4,CHUEN LIAN JYI NO.3,I NO.3,"wide glyph at index 1-2, digits in tail",416006938,TWN,SET_GILLNETS,KAOHSIUNG,14,2,10,9.08,7.56,127.2,126.9,0.3,no,2023-09-11T20:09:46,agent8-fill,970735753-34f8-5a22-ec7d-2d5a1e3d6424,TFCCTF{416006938_kaohsiung_11.09.2023_08:09_PM_127.2},TFCCTF{416006938_kaohsiung_11.09.2023_08:09_PM_126.9}
0.0182,0.2276,0.08,NING TAI 26,TAI 26,"no wide glyph, digits in tail",412420469,CHN,SQUID_JIGGER,CALLAO,1,0,11,41.09,6.66,507.0,509.4,2.4,no,2023-09-17T00:00:16,agent8-fill,b63378d05-5b1d-e67b-6b4e-823952f66e94,TFCCTF{412420469_callao_17.09.2023_12:00_AM_507.0},TFCCTF{412420469_callao_17.09.2023_12:00_AM_509.4}
0.0181,0.0181,1.0,ILE BOURBON,OURBON,wide glyph at index 1-2,635000300,ATF,SET_LONGLINES,REUNION,2,0,167,41.88,10.14,786.5,741.0,45.5,no,2023-09-15T06:35:12,agent8-fill,f92ac1ad0-020f-5446-6e4a-6c1b3f773dd1,TFCCTF{635000300_reunion_15.09.2023_06:35_AM_786.5},TFCCTF{635000300_reunion_15.09.2023_06:35_AM_741.0}
0.0181,0.0824,0.22,YUEHUILAIYU43188,U43188,"wide glyph, wrong index, digits in tail",412466518,CHN,TRAWLERS,SHENQUAN,4,1,62,4.97,6.26,57.6,54.5,3.1,no,2023-09-05T18:23:02,trawler-slice,cd2d97421-1d2e-ba6f-b6eb-3f0864a8fc25,TFCCTF{412466518_shenquan_05.09.2023_06:23_PM_57.6},TFCCTF{412466518_shenquan_05.09.2023_06:23_PM_54.5}
0.0181,0.0329,0.55,EMIBRUPA,IBRUPA,"wide glyph, wrong index",263410840,PRT,DRIFTING_LONGLINES,PENICHE,5,1,76,12.58,6.53,152.2,142.6,9.6,no,2023-09-01T22:45:21,longline-slice,9c93da6e6-667c-8a2f-7bcb-e57e6de1c465,TFCCTF{263410840_peniche_01.09.2023_10:45_PM_152.2},TFCCTF{263410840_peniche_01.09.2023_10:45_PM_142.6}
0.018,0.018,1.0,PARADANTA PRIMERO,RIMERO,wide glyph at index 1-2,224378000,ESP,TRAWLERS,STANLEY,6,1,78,17.54,7.11,230.9,213.5,17.4,no,2023-09-04T12:06:10,trawler-slice,6f912b524-426d-e3b4-5ba0-8922681021f8,TFCCTF{224378000_stanley_04.09.2023_12:06_PM_230.9},TFCCTF{224378000_stanley_04.09.2023_12:06_PM_213.5}
0.0175,0.0795,0.22,IMULA 1578 MTR,78 MTR,"wide glyph, wrong index, digits in tail",417157841,LKA,DRIFTING_LONGLINES,COLOMBO,2,2,78,5.17,10.02,96.0,97.3,1.3,no,2023-09-04T04:39:58,longline-slice,92eccf072-28bb-2146-264f-85aae6381858,TFCCTF{417157841_colombo_04.09.2023_04:39_AM_96.0},TFCCTF{417157841_colombo_04.09.2023_04:39_AM_97.3}
0.0173,0.0864,0.2,ZEZINHO RAQUEL ELC,EL ELC,no wide glyph,9125079,,SET_LONGLINES,NATAL,3,2,131,6.25,6.31,73.1,72.4,0.7,no,2023-09-16T15:28:37,longline-slice,7ecd6e9db-bbd0-4424-eb7e-69b1f2482570,TFCCTF{9125079_natal_16.09.2023_03:28_PM_73.1},TFCCTF{9125079_natal_16.09.2023_03:28_PM_72.4}
0.0172,0.0312,0.55,SOFIA FABIO, FABIO,"wide glyph, wrong index",247306530,ITA,OTHER_PURSE_SEINES,PORTO EMPEDOCLE,18,2,22,4.71,8.41,73.4,74.2,0.8,no,2023-09-09T03:57:17,agent8-fill,2f1425c80-0e43-4e49-56ae-7e5d60d12cc6,TFCCTF{247306530_porto empedocle_09.09.2023_03:57_AM_73.4},TFCCTF{247306530_porto empedocle_09.09.2023_03:57_AM_74.2}
0.0171,0.0776,0.22,MENG XIN21, XIN21,"wide glyph, wrong index, digits in tail",412209171,CHN,INCONCLUSIVE,CONAKRY,7,0,65,8.06,7.5,111.9,102.0,9.9,no,2023-09-26T08:24:34,agent8-fill,49c3327bb-b074-999f-27a8-13501eeff271,TFCCTF{412209171_conakry_26.09.2023_08:24_AM_111.9},TFCCTF{412209171_conakry_26.09.2023_08:24_AM_102.0}
0.0169,0.0769,0.22,YUEHUILAIYU43585,U43585,"wide glyph, wrong index, digits in tail",412466475,CHN,TRAWLERS,SHENQUAN,7,2,57,4.92,6.4,58.3,58.4,0.1,no,2023-09-06T04:58:13,trawler-slice,03e6b5def-f698-6132-cf5f-a16df3cf0ff8,TFCCTF{412466475_shenquan_06.09.2023_04:58_AM_58.3},TFCCTF{412466475_shenquan_06.09.2023_04:58_AM_58.4}
0.0169,0.0422,0.4,LU YAN YUAN YU 009,YU 009,"wide glyph at index 1-2, digits in tail",412331037,CHN,SQUID_JIGGER,CALLAO,1,0,79,29.17,9.67,522.4,491.0,31.4,no,2023-09-20T23:22:33,agent8-fill,9f0651c65-5ed2-1e88-fce6-7e6af43ce4b2,TFCCTF{412331037_callao_20.09.2023_11:22_PM_522.4},TFCCTF{412331037_callao_20.09.2023_11:22_PM_491.0}
0.0168,0.084,0.2,FISH WHISPERS,ISPERS,no wide glyph,368125820,USA,POLE_AND_LINE,WESTPORT,11,0,6,5.34,7.79,77.0,83.4,6.4,no,2023-09-09T18:35:54,agent8-fill,4018958bc-c300-69ea-2857-6dc07e1a9327,TFCCTF{368125820_westport_09.09.2023_06:35_PM_77.0},TFCCTF{368125820_westport_09.09.2023_06:35_PM_83.4}
0.0165,0.03,0.55,DON GAETANO,AETANO,"wide glyph, wrong index",701030000,ARG,TRAWLERS,MAR DEL PLATA,19,2,58,15.74,7.3,212.6,213.4,0.8,no,2023-09-02T12:29:19,trawler-slice,a1ac1212d-d59b-d352-b4a0-048f0b0b72e6,TFCCTF{701030000_mar del plata_02.09.2023_12:29_PM_212.6},TFCCTF{701030000_mar del plata_02.09.2023_12:29_PM_213.4}
0.0164,0.0409,0.4,YIH HORNG YU NO1,YU NO1,"wide glyph at index 1-2, digits in tail",416000676,TWN,TRAWLERS,KAOHSIUNG,13,2,66,4.9,8.61,78.0,78.7,0.7,no,2023-09-26T06:54:54,trawler-slice,3ecf1bafd-d21d-70a5-1f8a-7ec18c172cfb,TFCCTF{416000676_kaohsiung_26.09.2023_06:54_AM_78.0},TFCCTF{416000676_kaohsiung_26.09.2023_06:54_AM_78.7}
0.0163,0.0741,0.22,SHUNFA8HAO,FA8HAO,"wide glyph, wrong index, digits in tail",412421198,CHN,SET_LONGLINES,NINGBO,3,3,83,6.31,7.94,92.8,92.7,0.1,no,2023-09-05T16:13:27,longline-slice,c9f44f344-4d9e-06bc-e47a-d31d31586601,TFCCTF{412421198_ningbo_05.09.2023_04:13_PM_92.8},TFCCTF{412421198_ningbo_05.09.2023_04:13_PM_92.7}
0.0161,0.0402,0.4,YUH CHANG N0:1,G N0:1,"wide glyph at index 1-2, digits in tail",576753000,VUT,DRIFTING_LONGLINES,APIA,3,2,107,11.41,8.74,184.7,188.5,3.8,no,2023-09-01T15:38:47,longline-slice,63d63584b-b3f7-d0a3-3d76-0bc8e1e75a59,TFCCTF{576753000_apia_01.09.2023_03:38_PM_184.7},TFCCTF{576753000_apia_01.09.2023_03:38_PM_188.5}
0.0161,0.0292,0.55,LIAOYUYIHAO,UYIHAO,"wide glyph, wrong index",412679810,CHN,SQUID_JIGGER,CALLAO,1,0,97,59.76,6.42,711.1,689.5,21.6,no,2023-09-10T05:00:39,agent8-fill,4bee52444-4439-7147-c240-3eebc4f105a5,TFCCTF{412679810_callao_10.09.2023_05:00_AM_711.1},TFCCTF{412679810_callao_10.09.2023_05:00_AM_689.5}
0.016,0.0729,0.22,IMULA 0793NBO,793NBO,"wide glyph, wrong index, digits in tail",417079331,LKA,DRIFTING_LONGLINES,COLOMBO,2,2,104,5.7,10.97,115.7,114.1,1.6,no,2023-09-08T01:59:19,longline-slice,1ba93b085-59eb-0dee-81b0-8d54e95f9da3,TFCCTF{417079331_colombo_08.09.2023_01:59_AM_115.7},TFCCTF{417079331_colombo_08.09.2023_01:59_AM_114.1}
0.016,0.0729,0.22,ARGENOVA 25,OVA 25,"wide glyph, wrong index, digits in tail",701006471,ARG,TRAWLERS,PUERTO DESEADO,12,1,149,12.41,8.5,195.3,194.1,1.2,no,2023-09-02T15:37:06,trawler-slice,7651e8410-0fb1-0f16-2a14-0e22689c3452,TFCCTF{701006471_puerto deseado_02.09.2023_03:37_PM_195.3},TFCCTF{701006471_puerto deseado_02.09.2023_03:37_PM_194.1}
0.0158,0.0351,0.45,ZOGI,ZOGI,"wide glyph at index 1-2, too short to be cut",659010000,NAM,TRAWLERS,WALVIS BAY,7,4,14,7.95,7.82,115.2,114.9,0.3,no,2023-09-02T06:39:31,trawler-slice,77842c62f-f065-a9b2-924c-ebc5f22056a4,TFCCTF{659010000_walvis bay_02.09.2023_06:39_AM_115.2},TFCCTF{659010000_walvis bay_02.09.2023_06:39_AM_114.9}
0.0157,0.0393,0.4,JING YUAN 601,AN 601,"wide glyph at index 1-2, digits in tail",412677320,CHN,SQUID_JIGGER,CALLAO,2,0,89,53.55,7.21,715.4,700.3,15.1,no,2023-09-09T23:36:11,agent8-fill,170020ebb-b587-86af-eec2-be7027c16800,TFCCTF{412677320_callao_09.09.2023_11:36_PM_715.4},TFCCTF{412677320_callao_09.09.2023_11:36_PM_700.3}
0.0156,0.0156,1.0,ZAMBEZI,AMBEZI,wide glyph at index 1-2,659245000,NAM,TRAWLERS,WALVIS BAY,13,2,28,6.41,10.09,119.9,125.0,5.1,no,2023-09-01T03:30:00,trawler-slice,3bde07f86-662d-bc20-5b41-076d567e0fee,TFCCTF{659245000_walvis bay_01.09.2023_03:30_AM_119.9},TFCCTF{659245000_walvis bay_01.09.2023_03:30_AM_125.0}
0.0156,0.0707,0.22,ZHEPUYU12887,U12887,"wide glyph, wrong index, digits in tail",412411283,CHN,TRAWLERS,NINGBO,5,2,102,5.63,6.32,65.9,65.2,0.7,no,2023-09-04T12:34:38,trawler-slice,efe76c3f0-0df5-7baf-bf1b-3a4811336888,TFCCTF{412411283_ningbo_04.09.2023_12:34_PM_65.9},TFCCTF{412411283_ningbo_04.09.2023_12:34_PM_65.2}
0.0155,0.0281,0.55,WATERSPORT,RSPORT,"wide glyph, wrong index",338140028,USA,SET_LONGLINES,WANCHESE,11,2,37,6.58,8.48,103.4,101.0,2.4,no,2023-09-06T14:00:39,agent8-fill,fe2bd4b23-39cd-4c01-2a01-92b3762f3672,TFCCTF{338140028_wanchese_06.09.2023_02:00_PM_103.4},TFCCTF{338140028_wanchese_06.09.2023_02:00_PM_101.0}
0.0153,0.0697,0.22,YIFANFENGSHUN56875,N56875,"wide glyph, wrong index, digits in tail",415175608,,SET_GILLNETS,SHIDAO,3,1,22,5.71,6.45,68.2,63.5,4.7,no,2023-09-02T19:28:10,agent8-fill,31d816d36-66ed-da21-6510-0f52d28dadc0,TFCCTF{415175608_shidao_02.09.2023_07:28_PM_68.2},TFCCTF{415175608_shidao_02.09.2023_07:28_PM_63.5}
0.0153,0.0279,0.55,ANABELLA M,ELLA M,"wide glyph, wrong index",701031000,ARG,TRAWLERS,PUERTO MADRYN,5,0,112,29.79,6.55,361.2,331.7,29.5,no,2023-09-01T11:11:45,trawler-slice,00d2d88d9-9c44-183e-9b47-ee82181a9aa7,TFCCTF{701031000_puerto madryn_01.09.2023_11:11_AM_361.2},TFCCTF{701031000_puerto madryn_01.09.2023_11:11_AM_331.7}
0.0151,0.0274,0.55,KAPITAN BULATOV,ULATOV,"wide glyph, wrong index",273293480,RUS,TRAWLERS,BELLSUND ANCHORAGE,7,0,103,26.32,7.98,389.0,360.3,28.7,no,2023-09-05T18:42:53,trawler-slice,52d7c4082-20c3-e27f-b384-105441c80c74,TFCCTF{273293480_bellsund anchorage_05.09.2023_06:42_PM_389.0},TFCCTF{273293480_bellsund anchorage_05.09.2023_06:42_PM_360.3}
0.0151,0.0685,0.22,LURONGYU55337,U55337,"wide glyph, wrong index, digits in tail",412325874,CHN,TRAWLERS,SHIDAO,2,0,47,15.43,7.69,219.7,199.8,19.9,no,2023-09-24T04:18:27,trawler-slice,5c7570ea9-9db7-2d08-8adf-8e51f0a557c3,TFCCTF{412325874_shidao_24.09.2023_04:18_AM_219.7},TFCCTF{412325874_shidao_24.09.2023_04:18_AM_199.8}
0.015,0.0682,0.22,YUEHUILAIYU43036,U43036,"wide glyph, wrong index, digits in tail",412466464,CHN,TRAWLERS,SHENQUAN,8,2,54,4.22,6.6,51.6,51.8,0.2,no,2023-09-06T05:08:11,trawler-slice,56fc3274b-b851-e371-67e4-838307a62ec0,TFCCTF{412466464_shenquan_06.09.2023_05:08_AM_51.6},TFCCTF{412466464_shenquan_06.09.2023_05:08_AM_51.8}
0.0146,0.0729,0.2,LUCAS & REBECCA,EBECCA,no wide glyph,316005063,CAN,FIXED_GEAR,SAMBRO,3,1,37,13.46,7.73,192.6,197.0,4.4,no,2023-09-08T10:54:58,agent8-fill,2dd976214-4ff3-9cb1-4fc1-90b5ce453854,TFCCTF{316005063_sambro_08.09.2023_10:54_AM_192.6},TFCCTF{316005063_sambro_08.09.2023_10:54_AM_197.0}
0.0145,0.0727,0.2,OLD RELIABLE,LIABLE,no wide glyph,368224120,USA,POLE_AND_LINE,QUEPOS,7,0,9,15.03,9.79,272.7,262.0,10.7,no,2023-09-01T13:42:23,agent8-fill,5d729b054-41ae-35f0-4fd5-72d90705698a,TFCCTF{368224120_quepos_01.09.2023_01:42_PM_272.7},TFCCTF{368224120_quepos_01.09.2023_01:42_PM_262.0}
0.0136,0.0341,0.4,JING YUAN 608,AN 608,"wide glyph at index 1-2, digits in tail",412320029,CHN,SQUID_JIGGER,CALLAO,1,0,98,40.8,9.52,719.3,691.7,27.6,no,2023-09-09T11:00:13,agent8-fill,1a900c7cc-c81a-f295-4db5-32b67a0cb04f,TFCCTF{412320029_callao_09.09.2023_11:00_AM_719.3},TFCCTF{412320029_callao_09.09.2023_11:00_AM_691.7}
0.0136,0.0136,1.0,MANAOLEMOANA,EMOANA,wide glyph at index 1-2,367140060,USA,SET_LONGLINES,PAGO PAGO HARBOR,7,3,67,10.41,6.56,126.4,132.3,5.9,no,2023-09-05T20:15:51,longline-slice,5de9076d8-80c8-eb38-a43a-5592998f76b2,TFCCTF{367140060_pago pago harbor_05.09.2023_08:15_PM_126.4},TFCCTF{367140060_pago pago harbor_05.09.2023_08:15_PM_132.3}
0.0135,0.1688,0.08,AZTECA 5,TECA 5,"no wide glyph, digits in tail",345080027,MEX,TUNA_PURSE_SEINES,MAZATLAN,3,0,12,10.7,9.15,181.4,175.5,5.9,no,2023-09-12T12:27:04,agent8-fill,4ba085a4a-ae59-e463-46bc-1df10ff27aca,TFCCTF{345080027_mazatlan_12.09.2023_12:27_PM_181.4},TFCCTF{345080027_mazatlan_12.09.2023_12:27_PM_175.5}
0.0134,0.1681,0.08,JINHANYU 04852, 04852,"no wide glyph, digits in tail",412301003,CHN,TRAWLERS,RONGCHENG,1,0,1,7.65,6.68,94.6,86.4,8.2,no,2023-09-07T18:59:55,trawler-slice,bfc3a2e53-3d8c-299b-a31d-4cc74d3b122a,TFCCTF{412301003_rongcheng_07.09.2023_06:59_PM_94.6},TFCCTF{412301003_rongcheng_07.09.2023_06:59_PM_86.4}
0.0133,0.0133,1.0,LE GRAND MORNE, MORNE,wide glyph at index 1-2,660000300,REU,DRIFTING_LONGLINES,REUNION,9,7,87,19.6,7.0,254.2,255.2,1.0,no,2023-09-21T00:24:06,longline-slice,8c01fe0aa-a545-95d6-c32a-dacc2d07e52e,TFCCTF{660000300_reunion_21.09.2023_12:24_AM_254.2},TFCCTF{660000300_reunion_21.09.2023_12:24_AM_255.2}
0.0133,0.0133,1.0,107EO JIN,EO JIN,wide glyph at index 1-2,440090860,KOR,FISHING,SEOGWIPO,3,2,96,20.39,8.89,335.6,320.0,15.6,no,2023-09-03T19:46:16,longline-slice,1db1dd326-6ca5-5a59-e364-5882df917841,TFCCTF{440090860_seogwipo_03.09.2023_07:46_PM_335.6},TFCCTF{440090860_seogwipo_03.09.2023_07:46_PM_320.0}
0.0127,0.0577,0.22,ZHEYUYU82187,U82187,"wide glyph, wrong index, digits in tail",412414576,CHN,TRAWLERS,TAIZHOU,2,0,57,18.3,7.29,247.0,223.0,24.0,no,2023-09-16T23:10:19,agent8-fill,f8d27c99e-e43d-d121-21ce-a16e1dcbe1b1,TFCCTF{412414576_taizhou_16.09.2023_11:10_PM_247.0},TFCCTF{412414576_taizhou_16.09.2023_11:10_PM_223.0}
0.0126,0.0229,0.55,DOM LUCAS S,UCAS S,"wide glyph, wrong index",9121314,,TRAWLERS,ITAJAI,11,3,50,4.69,7.4,64.3,62.7,1.6,no,2023-09-02T00:26:27,trawler-slice,6ead13640-0bba-b82b-944f-ec196e50d12d,TFCCTF{9121314_itajai_02.09.2023_12:26_AM_64.3},TFCCTF{9121314_itajai_02.09.2023_12:26_AM_62.7}
0.0125,0.0125,1.0,PEADAR MARIE, MARIE,wide glyph at index 1-2,235001140,GBR,POTS_AND_TRAPS,SALCOMBE,27,3,251,5.92,6.51,71.4,70.0,1.4,no,2023-09-05T03:55:18,agent8-fill,4cde903a4-412f-160b-d298-b471c5af2008,TFCCTF{235001140_salcombe_05.09.2023_03:55_AM_71.4},TFCCTF{235001140_salcombe_05.09.2023_03:55_AM_70.0}
0.0122,0.1522,0.08,MARSHALLS 201,LS 201,"no wide glyph, digits in tail",538060004,MHL,TUNA_PURSE_SEINES,MAJURO,6,1,2,23.94,8.94,396.3,396.6,0.3,no,2023-09-02T23:14:03,agent8-fill,217c66f73-379e-a454-2521-1133078aca43,TFCCTF{538060004_majuro_02.09.2023_11:14_PM_396.3},TFCCTF{538060004_majuro_02.09.2023_11:14_PM_396.6}
0.012,0.0219,0.55,11 TAE YANG,E YANG,"wide glyph, wrong index",440088480,KOR,SET_GILLNETS,GURYONGPO,27,2,68,5.38,8.96,89.2,88.3,0.9,no,2023-09-02T01:30:11,agent8-fill,1035ab55d-d83e-d503-1de4-12bd9a4a924e,TFCCTF{440088480_guryongpo_02.09.2023_01:30_AM_89.2},TFCCTF{440088480_guryongpo_02.09.2023_01:30_AM_88.3}
0.012,0.0547,0.22,SUGANYU05593,U05593,"wide glyph, wrong index, digits in tail",412364758,CHN,FISHING,SHEYANG,6,2,15,8.03,8.87,131.8,130.6,1.2,no,2023-09-04T12:50:33,longline-slice,181b283ea-a16e-3a7a-3534-e9e6f9623239,TFCCTF{412364758_sheyang_04.09.2023_12:50_PM_131.8},TFCCTF{412364758_sheyang_04.09.2023_12:50_PM_130.6}
0.0119,0.0543,0.22,ZHEPUYU61666,U61666,"wide glyph, wrong index, digits in tail",412421778,CHN,FISHING,NINGBO,3,2,120,6.85,8.01,101.5,103.8,2.3,no,2023-09-05T15:58:13,longline-slice,3d7f61a2d-db4d-8bd1-9483-549b6a78554c,TFCCTF{412421778_ningbo_05.09.2023_03:58_PM_101.5},TFCCTF{412421778_ningbo_05.09.2023_03:58_PM_103.8}
0.0119,0.0217,0.55,CHARLOTTE M,OTTE M,"wide glyph, wrong index",367512190,USA,FISHING,WESTPORT,5,4,11,5.42,7.53,75.5,77.9,2.4,no,2023-09-29T02:41:00,longline-slice,7f61e9a86-6ad1-a01e-b32f-5edf92935e7a,TFCCTF{367512190_westport_29.09.2023_02:41_AM_75.5},TFCCTF{367512190_westport_29.09.2023_02:41_AM_77.9}
0.0117,0.0292,0.4,CHYWAN JYE CHYUN NO7,UN NO7,"wide glyph at index 1-2, digits in tail",416000343,TWN,NA,DONGGANG,10,1,47,17.84,6.48,214.1,207.1,7.0,no,2023-09-06T18:55:04,agent8-fill,b2a8e837f-f158-fc82-6c9d-e6b7628d1bf9,TFCCTF{416000343_donggang_06.09.2023_06:55_PM_214.1},TFCCTF{416000343_donggang_06.09.2023_06:55_PM_207.1}
0.011,0.02,0.55,FISHER BANK,R BANK,"wide glyph, wrong index",659275000,NAM,TRAWLERS,WALVIS BAY,14,3,55,7.0,9.77,126.6,125.1,1.5,no,2023-09-01T04:27:43,trawler-slice,e04691b47-73aa-3d8a-5261-b838d8bbba9a,TFCCTF{659275000_walvis bay_01.09.2023_04:27_AM_126.6},TFCCTF{659275000_walvis bay_01.09.2023_04:27_AM_125.1}
0.011,0.0275,0.4,CHANG SHUN 6,SHUN 6,"wide glyph at index 1-2, digits in tail",412329462,CHN,SQUID_JIGGER,CALLAO,1,0,79,28.87,10.7,571.9,522.1,49.8,no,2023-09-09T00:00:01,agent8-fill,5240dc5fb-b3aa-42cd-a854-4a9f683bbba2,TFCCTF{412329462_callao_09.09.2023_12:00_AM_571.9},TFCCTF{412329462_callao_09.09.2023_12:00_AM_522.1}
0.0107,0.0194,0.55,CAPE ROSEWAY,OSEWAY,"wide glyph, wrong index",316005601,CAN,TRAWLERS,PUBNICO,18,3,46,9.23,8.16,139.4,140.4,1.0,no,2023-09-01T10:16:42,trawler-slice,2b16003f8-8a10-d2f4-0e05-e55a423749a0,TFCCTF{316005601_pubnico_01.09.2023_10:16_AM_139.4},TFCCTF{316005601_pubnico_01.09.2023_10:16_AM_140.4}
0.0107,0.0488,0.22,YUEZHANYU03288,U03288,"wide glyph, wrong index, digits in tail",418803288,,FISHING,YANGJIANG,4,2,20,5.64,7.13,74.6,72.3,2.3,no,2023-09-03T19:50:54,longline-slice,0bcc0d6b6-6d3d-7008-6ba3-c571fe9da1e9,TFCCTF{418803288_yangjiang_03.09.2023_07:50_PM_74.6},TFCCTF{418803288_yangjiang_03.09.2023_07:50_PM_72.3}
0.0105,0.019,0.55,JUPITER,UPITER,"wide glyph, wrong index",701000924,ARG,TRAWLERS,MAR DEL PLATA,27,1,57,6.98,9.03,116.7,112.0,4.7,no,2023-09-08T21:31:26,trawler-slice,e522cd611-1c79-bca2-3e04-c1cdb57e662a,TFCCTF{701000924_mar del plata_08.09.2023_09:31_PM_116.7},TFCCTF{701000924_mar del plata_08.09.2023_09:31_PM_112.0}
