score,geartype,name,mmsi,flag,port,km,gfw_nearest_km,kn,gap_h,depart_utc,fish_utc,n_port,n_fish,vessel_id,flag_guess
0.447,SET_GILLNETS,DALSENNI,231329000,FRO,midvagur,137.9,115.8,7.6,9.9,2023-09-05T11:07:24.000Z,2023-09-05T20:58:35.000Z,,,8f0851d07-7968-6310-e6f2-3c91c5fc8b5c,TFCCTF{231329000_midvagur_05.09.2023_08:58_PM_137.9}
0.446,TRAWLERS,ZHE PU YU 61002,412422983,CHN,zhoushan,319.4,215.4,7.4,23.2,2023-09-04T08:40:40.000Z,2023-09-05T07:53:13.000Z,,,ae3a5a24a-a266-0827-35ab-60af621e7b80,TFCCTF{412422983_zhoushan_05.09.2023_07:53_AM_319.4}
0.446,FIXED_GEAR,BELLA B,232030167,GBR,eyemouth,88.5,77.1,9.8,4.9,2023-09-04T19:35:17.000Z,2023-09-05T00:28:47.000Z,,,7b328160a-a078-8a01-a2f2-dda97ed5559d,TFCCTF{232030167_eyemouth_05.09.2023_12:28_AM_88.5}
0.446,NA,CHYWAN JYE CHYUN NO7,416000343,TWN,donggang,214.1,207.1,6.5,17.8,2023-09-06T01:04:53.000Z,2023-09-06T18:55:04.000Z,,,b2a8e837f-f158-fc82-6c9d-e6b7628d1bf9,TFCCTF{416000343_donggang_06.09.2023_06:55_PM_214.1}
0.446,TRAWLERS,ALASMAC15,412549229,CHN,cansado,68.9,78.3,10.7,3.5,2023-09-01T01:57:48.000Z,2023-09-01T05:26:38.000Z,,,41016e787-76c4-a7fc-327e-dca4e93ce8cf,TFCCTF{412549229_cansado_01.09.2023_05:26_AM_68.9}
0.445,SET_GILLNETS,FUJIMIMARUU,431009856,JPN,omaezaki,66.9,69.1,10.2,3.5,2023-09-09T15:15:00.000Z,2023-09-09T18:46:36.000Z,,,08e48d615-5156-1cf3-ddd0-68b073741235,TFCCTF{431009856_omaezaki_09.09.2023_06:46_PM_66.9}
0.444,TRAWLERS,ZHELINGYU96039,412419129,CHN,taizhou,454.8,237.9,8.4,29.3,2023-09-04T10:13:23.000Z,2023-09-05T15:30:34.000Z,,,3149ba585-52db-f89a-5636-05f493cc47ec,TFCCTF{412419129_taizhou_05.09.2023_03:30_PM_454.8}
0.444,TRAWLERS,ZHELINGYU28899,412418358,CHN,taizhou,309.5,170.5,8.1,20.5,2023-09-16T04:08:44.000Z,2023-09-17T00:39:58.000Z,,,b17a5c972-2839-881d-0ca9-a54475caadd0,TFCCTF{412418358_taizhou_17.09.2023_12:39_AM_309.5}
0.443,FISHING,ZHELONGGANGYU00858,412432254,CHN,aojiang,382.8,243.6,7.6,27.2,2023-09-09T23:01:08.000Z,2023-09-11T02:14:23.000Z,,,9ecc9cca6-6c53-7d29-3a15-e5b134de4209,TFCCTF{412432254_aojiang_11.09.2023_02:14_AM_382.8}
0.443,TRAWLERS,ZHELINGYU28926,412418234,CHN,taizhou,536.6,302.4,8.0,36.1,2023-09-16T09:12:48.000Z,2023-09-17T21:16:19.000Z,,,29ff72129-9b49-36b6-8240-fd7e76db209b,TFCCTF{412418234_taizhou_17.09.2023_09:16_PM_536.6}
0.443,TRAWLERS,MINFUDINGYU01899,412450231,CHN,taizhou,352.4,177.0,8.6,22.2,2023-09-04T10:12:03.000Z,2023-09-05T08:22:55.000Z,,,0a6410f8e-e1eb-837c-0fad-5d30a718f451,TFCCTF{412450231_taizhou_05.09.2023_08:22_AM_352.4}
0.443,TRAWLERS,YUEXINHUIYU00293,412462908,CHN,zhuhai,115.7,99.3,8.0,7.8,2023-09-04T11:02:21.000Z,2023-09-04T18:50:52.000Z,,,adad98c3a-afcf-ac3e-5fca-5076a2b15884,TFCCTF{412462908_zhuhai_04.09.2023_06:50_PM_115.7}
0.442,TRAWLERS,61198,412361198,CHN,rizhao,246.8,135.9,8.6,15.5,2023-09-14T10:11:57.000Z,2023-09-15T01:40:02.000Z,,,84f58dcd2-2e93-2da9-2f4d-f65013a55853,TFCCTF{412361198_rizhao_15.09.2023_01:40_AM_246.8}
0.442,TRAWLERS,ZHEPUYU68585,412423569,CHN,zhoushan,266.9,170.6,7.6,19.0,2023-09-04T02:17:53.000Z,2023-09-04T21:20:10.000Z,,,77c526e62-2ff2-d383-b551-322c714f16f6,TFCCTF{412423569_zhoushan_04.09.2023_09:20_PM_266.9}
0.442,FISHING,SUQIYU03668,412352799,CHN,lusi,360.5,169.4,9.0,21.6,2023-09-15T13:33:27.000Z,2023-09-16T11:10:15.000Z,,,30df55af2-2077-99bd-d41d-00b454359538,TFCCTF{412352799_lusi_16.09.2023_11:10_AM_360.5}
0.442,TRAWLERS,ARTHUR M,659193000,NAM,walvis bay,138.8,163.1,6.8,11.1,2023-09-12T10:19:27.000Z,2023-09-12T21:24:16.000Z,,,636b87e5b-b799-93ad-4898-d79f76ef37fc,TFCCTF{659193000_walvis bay_12.09.2023_09:24_PM_138.8}
0.441,SET_GILLNETS,QIONGDANYU11238,412311238,CHN,guangzhou,139.6,132.3,6.8,11.1,2023-09-05T03:28:17.000Z,2023-09-05T14:33:07.000Z,,,9714f871b-b767-9b47-7ade-bd70a56fdda5,TFCCTF{412311238_guangzhou_05.09.2023_02:33_PM_139.6}
0.441,SET_LONGLINES,F/V AGORRETA,227338000,FRA,aviles,536.8,237.4,9.8,29.6,2023-09-03T18:41:14.000Z,2023-09-05T00:15:26.000Z,,,388a365f5-5196-3a3e-c130-cbf6e641ca76,TFCCTF{227338000_aviles_05.09.2023_12:15_AM_536.8}
0.441,SET_GILLNETS,F/V LIVERPOOL,227599000,FRA,roscoff,79.6,75.4,8.9,4.8,2023-09-05T08:15:04.000Z,2023-09-05T13:04:41.000Z,,,0095194d3-3ab5-caa3-1e91-4ce79b8deccc,TFCCTF{227599000_roscoff_05.09.2023_01:04_PM_79.6}
0.441,TRAWLERS,ZHE DING YU 11162,412410667,CHN,diashan,377.0,233.2,7.7,26.5,2023-09-04T03:06:16.000Z,2023-09-05T05:37:41.000Z,,,1180f2974-4b61-9905-44b9-26331a0d8921,TFCCTF{412410667_diashan_05.09.2023_05:37_AM_377.0}
0.441,DRIFTING_LONGLINES,FU KUAN YU NO1,577544000,VUT,apia,257.4,246.0,6.5,21.4,2023-09-23T00:21:04.000Z,2023-09-23T21:47:46.000Z,,,7c4ec7106-61a4-3ab4-d9f0-5d2de015c031,TFCCTF{577544000_apia_23.09.2023_09:47_PM_257.4}
0.44,FISHING,ZHELINGYU18197,412417804,CHN,taizhou,299.3,172.1,7.9,20.4,2023-09-04T09:19:01.000Z,2023-09-05T05:41:26.000Z,,,aea98e568-82f0-fa86-e12a-f57ecaabe1b5,TFCCTF{412417804_taizhou_05.09.2023_05:41_AM_299.3}
0.44,FISHING,LUJIAOYU60038,412349526,CHN,qingdao,152.7,100.5,10.1,8.1,2023-09-02T10:56:22.000Z,2023-09-02T19:04:26.000Z,,,93e06a655-542c-ceb6-4fea-65af53100614,TFCCTF{412349526_qingdao_02.09.2023_07:04_PM_152.7}
0.44,DRIFTING_LONGLINES,Y ABE,71558732,,itajai,259.7,180.1,7.3,19.2,2023-09-15T23:20:07.000Z,2023-09-16T18:32:21.000Z,,,b31920be7-7136-f850-75ee-d1f2533e6b07,TFCCTF{71558732_itajai_16.09.2023_06:32_PM_259.7}
0.44,SET_LONGLINES,TUGVUSTEINUR,231220000,FRO,torshavn,169.3,133.9,7.2,12.6,2023-09-01T00:35:01.000Z,2023-09-01T13:11:55.000Z,,,24507589b-bd1b-74b8-6046-f368217d30b2,TFCCTF{231220000_torshavn_01.09.2023_01:11_PM_169.3}
0.44,TRAWLERS,ZHELINGYU11066,412419144,CHN,taizhou,282.4,163.4,7.9,19.3,2023-09-04T10:20:58.000Z,2023-09-05T05:38:37.000Z,,,3c657346e-ed5c-a756-0bac-471490409d3f,TFCCTF{412419144_taizhou_05.09.2023_05:38_AM_282.4}
0.439,TRAWLERS,ZHEFENGYU23089,412410023,CHN,ningbo,287.6,202.4,7.3,21.4,2023-09-16T05:09:52.000Z,2023-09-17T02:34:56.000Z,,,a03e0d4ff-fa26-8b38-0b95-a47a2ab1de76,TFCCTF{412410023_ningbo_17.09.2023_02:34_AM_287.6}
0.439,FISHING,LULANYU61982,412322599,CHN,lanshan,255.9,144.4,8.2,16.9,2023-09-01T06:14:35.000Z,2023-09-01T23:11:25.000Z,,,335d21e21-1164-e986-f5f2-546a7f640ae1,TFCCTF{412322599_lanshan_01.09.2023_11:11_PM_255.9}
0.439,FISHING,SUGANYU09312,413005022,CHN,lianyungang,198.9,118.1,11.0,9.8,2023-09-03T22:29:48.000Z,2023-09-04T08:14:58.000Z,,,b394a3179-9862-bb95-dbd4-75b8f802163a,TFCCTF{413005022_lianyungang_04.09.2023_08:14_AM_198.9}
0.439,TRAWLERS,ZHELINGYU19091,412416191,CHN,taizhou,347.8,192.0,8.1,23.2,2023-09-04T15:47:59.000Z,2023-09-05T15:02:23.000Z,,,450e3759c-c6e9-0366-ad3b-6c07b03bcbb4,TFCCTF{412416191_taizhou_05.09.2023_03:02_PM_347.8}
0.438,TRAWLERS,RIMBAL 4,654076810,MRT,cansado,87.1,107.9,12.1,3.9,2023-09-01T01:57:36.000Z,2023-09-01T05:50:15.000Z,,,62fabc68c-ca71-46fe-d105-dc880cc1c482,TFCCTF{654076810_cansado_01.09.2023_05:50_AM_87.1}
0.438,FISHING,ZHE PU YU 61315,412423494,CHN,zhoushan,263.6,209.7,6.9,20.6,2023-09-05T02:48:43.000Z,2023-09-05T23:24:45.000Z,,,0acda2c05-53da-819d-8db3-51c26d692b67,TFCCTF{412423494_zhoushan_05.09.2023_11:24_PM_263.6}
0.437,DRIFTING_LONGLINES,PARVATI,660001400,REU,reunion,346.3,316.3,6.6,28.5,2023-09-16T13:42:18.000Z,2023-09-17T18:10:54.000Z,,,22aa93060-0292-44c8-aeee-479cdd4c999c,TFCCTF{660001400_reunion_17.09.2023_06:10_PM_346.3}
0.437,TRAWLERS,FRANCESCO BONO,247146450,ITA,mazara del vallo,186.5,123.1,8.1,12.4,2023-09-07T08:19:50.000Z,2023-09-07T20:41:50.000Z,,,3a1c5584c-cd5f-4a99-d0ee-5bf466edc584,TFCCTF{247146450_mazara del vallo_07.09.2023_08:41_PM_186.5}
0.437,SET_GILLNETS,8 TOUEIMARU,431020331,JPN,omaezaki,68.1,69.1,10.8,3.4,2023-09-09T15:30:17.000Z,2023-09-09T18:54:47.000Z,,,2cbc79272-2feb-cbd1-2db5-6fc65f3ec35a,TFCCTF{431020331_omaezaki_09.09.2023_06:54_PM_68.1}
0.437,FISHING,ZHE DING YU 14178,412424631,CHN,zhoushan,370.8,238.9,7.5,26.7,2023-09-04T03:18:37.000Z,2023-09-05T05:59:27.000Z,,,a91b5d421-1171-8204-1c48-5420539bc130,TFCCTF{412424631_zhoushan_05.09.2023_05:59_AM_370.8}
0.436,TRAWLERS,ZHELINGYU69235,412416781,CHN,taizhou,447.5,228.5,8.4,28.7,2023-09-16T08:24:02.000Z,2023-09-17T13:06:58.000Z,,,971e30f6f-f810-45e7-7d46-0920b63b52e9,TFCCTF{412416781_taizhou_17.09.2023_01:06_PM_447.5}
0.436,TRAWLERS,ZHELUYU81415,412410472,CHN,taizhou,357.0,191.5,8.2,23.6,2023-09-04T08:57:00.000Z,2023-09-05T08:30:49.000Z,,,334c78682-2475-a91a-7c9f-74b484ba780f,TFCCTF{412410472_taizhou_05.09.2023_08:30_AM_357.0}
0.436,TRAWLERS,ANABELLA M,701031000,ARG,puerto madryn,361.2,331.7,6.5,29.8,2023-08-31T05:24:24.000Z,2023-09-01T11:11:45.000Z,,,00d2d88d9-9c44-183e-9b47-ee82181a9aa7,TFCCTF{701031000_puerto madryn_01.09.2023_11:11_AM_361.2}
0.436,FISHING,SUGANYU02295,412365042,CHN,lusi,124.5,91.5,9.3,7.2,2023-09-23T15:32:29.000Z,2023-09-23T22:44:16.000Z,,,0e809ed36-626c-89a8-b63e-019ec0e51be0,TFCCTF{412365042_lusi_23.09.2023_10:44_PM_124.5}
0.436,TRAWLERS,ZHEPUYU68835,412423087,CHN,zhoushan,235.3,161.0,7.3,17.4,2023-09-04T04:38:58.000Z,2023-09-04T22:01:17.000Z,,,3bea520ee-e2ae-2a4d-4599-d3e09ccbc176,TFCCTF{412423087_zhoushan_04.09.2023_10:01_PM_235.3}
0.436,FISHING,ZHEXIANGYU66118,412439982,CHN,shipu,332.3,240.8,7.1,25.1,2023-09-04T15:15:16.000Z,2023-09-05T16:21:45.000Z,,,ac572c075-5ce3-8ed7-d6f7-66028e88990d,TFCCTF{412439982_shipu_05.09.2023_04:21_PM_332.3}
0.435,TRAWLERS,17222,200660221,,taizhou,482.7,314.6,7.5,34.9,2023-09-03T15:56:23.000Z,2023-09-05T02:53:10.000Z,,,034819493-3f7e-67df-8a14-247027c270ea,TFCCTF{200660221_taizhou_05.09.2023_02:53_AM_482.7}
0.435,DRIFTING_LONGLINES,SLC711,412699450,CHN,majuro,581.8,446.5,7.0,45.0,2023-09-16T20:49:44.000Z,2023-09-18T17:47:24.000Z,,,0c1d91fd4-4f82-0b5a-26bb-380c48babcf6,TFCCTF{412699450_majuro_18.09.2023_05:47_PM_581.8}
0.435,TRAWLERS,ZHELINGYU25998,412419047,CHN,taizhou,389.0,250.1,7.5,28.0,2023-09-04T04:06:52.000Z,2023-09-05T08:07:23.000Z,,,b3f603881-1aac-e977-a324-2d192da2617a,TFCCTF{412419047_taizhou_05.09.2023_08:07_AM_389.0}
0.434,TRAWLERS,ZHELINGYU29898,412417713,CHN,taizhou,319.4,179.0,12.0,14.3,2023-09-16T08:25:04.000Z,2023-09-16T22:45:58.000Z,,,3faff110f-f4ed-1d56-fa0a-072db5cb232f,TFCCTF{412417713_taizhou_16.09.2023_10:45_PM_319.4}
0.433,OTHER_PURSE_SEINES,INCAMAR 2,760038247,PER,tierra colorada,203.1,191.1,6.5,16.9,2023-09-23T21:59:19.000Z,2023-09-24T14:55:28.000Z,,,857bc4736-65e7-88de-2479-09850b75cc82,TFCCTF{760038247_tierra colorada_24.09.2023_02:55_PM_203.1}
0.432,FISHING,ZHELINYU21312,412413553,CHN,gouqi island,116.9,87.1,10.1,6.3,2023-09-03T06:21:25.000Z,2023-09-03T12:38:05.000Z,,,a85dc4993-38ba-49d3-fc9e-d1ee7a20e9ea,TFCCTF{412413553_gouqi island_03.09.2023_12:38_PM_116.9}
0.432,TRAWLERS,GUIBEIYU24066,412501615,CHN,yangjiang,224.6,145.6,7.5,16.1,2023-09-04T09:18:17.000Z,2023-09-05T01:22:21.000Z,,,03ab6dae1-14cc-e331-e331-449e8bdcf720,TFCCTF{412501615_yangjiang_05.09.2023_01:22_AM_224.6}
0.432,FISHING,QIONGDANYU12889,412812889,CHN,hongwan,163.8,109.0,8.7,10.2,2023-09-07T21:40:04.000Z,2023-09-08T07:53:19.000Z,,,4b7da6fc4-4494-c0a5-a9a6-eda247b29eb4,TFCCTF{412812889_hongwan_08.09.2023_07:53_AM_163.8}
0.432,DRIFTING_LONGLINES,HORNG JYI  TSAIR,416002038,TWN,donggang,209.5,189.1,6.6,17.2,2023-09-20T01:32:59.000Z,2023-09-20T18:46:49.000Z,,,479063bd2-2741-c3a5-82ff-78ee94c00f83,TFCCTF{416002038_donggang_20.09.2023_06:46_PM_209.5}
0.432,NA,DT,423566889,AZE,songmen,413.1,183.0,9.4,23.9,2023-09-04T10:49:46.000Z,2023-09-05T10:40:51.000Z,,,87495af17-7241-374b-e56e-1d0115021ac4,TFCCTF{423566889_songmen_05.09.2023_10:40_AM_413.1}
0.431,TRAWLERS,ZHE LING YU 69257,412416659,CHN,taizhou,452.4,225.2,8.5,28.8,2023-09-16T08:24:45.000Z,2023-09-17T13:11:36.000Z,,,180478a49-95a9-216c-bd16-5457edc8e144,TFCCTF{412416659_taizhou_17.09.2023_01:11_PM_452.4}
0.431,FIXED_GEAR,ZHELINGYUYUN31089,412416668,CHN,taizhou,533.6,291.9,8.0,35.8,2023-09-24T01:08:05.000Z,2023-09-25T12:57:20.000Z,,,99e6fc4b1-19ab-c4e5-422b-07ac0987c293,TFCCTF{412416668_taizhou_25.09.2023_12:57_PM_533.6}
0.43,TRAWLERS,MIN LONG YU 66816,412444653,CHN,taizhou,254.6,135.0,8.7,15.8,2023-09-05T02:43:43.000Z,2023-09-05T18:30:12.000Z,,,9cd5d9500-02c9-71ef-e20d-97f575b899f6,TFCCTF{412444653_taizhou_05.09.2023_06:30_PM_254.6}
0.43,TRAWLERS,ZHE LING YU 78019,412416138,CHN,taizhou,398.5,266.6,7.3,29.3,2023-09-16T04:29:24.000Z,2023-09-17T09:47:27.000Z,,,a0995cd67-7f7c-dc11-9fa9-0befec5191c0,TFCCTF{412416138_taizhou_17.09.2023_09:47_AM_398.5}
0.43,FISHING,LUDONGGANGYU61035,412323113,CHN,rizhao,266.1,141.8,8.4,17.1,2023-09-01T04:44:57.000Z,2023-09-01T21:49:35.000Z,,,619767c97-71a8-5650-33c4-8fbdb28007b1,TFCCTF{412323113_rizhao_01.09.2023_09:49_PM_266.1}
0.43,TRAWLERS,ZHE LING YU 69222,412419447,CHN,taizhou,457.2,224.5,8.5,28.9,2023-09-16T07:46:06.000Z,2023-09-17T12:39:43.000Z,,,9c14d5370-07d7-8adb-cecf-78be79513606,TFCCTF{412419447_taizhou_17.09.2023_12:39_PM_457.2}
0.43,TRAWLERS,ZHEPUYU68835,900368835,,zhoushan,234.3,158.9,7.3,17.3,2023-09-04T04:35:02.000Z,2023-09-04T21:55:00.000Z,,,7881baf1e-e803-e239-5bfd-dfc939b507e0,TFCCTF{900368835_zhoushan_04.09.2023_09:55_PM_234.3}
0.43,TRAWLERS,ZHELINGYU69167,412419365,CHN,taizhou,449.4,227.9,8.4,29.0,2023-09-16T07:35:03.000Z,2023-09-17T12:34:07.000Z,,,92352c3b0-0643-29e0-8ea5-e17e3735ab2a,TFCCTF{412419365_taizhou_17.09.2023_12:34_PM_449.4}
0.43,TRAWLERS,ZHERUIYU12276,412431508,CHN,ruian,340.0,226.1,7.4,25.0,2023-09-16T03:35:29.000Z,2023-09-17T04:32:38.000Z,,,9af25411d-d038-d07c-88be-02b4e83c3105,TFCCTF{412431508_ruian_17.09.2023_04:32_AM_340.0}
0.43,TRAWLERS,ZHELINGYU26901,412418782,CHN,taizhou,186.5,121.6,8.2,12.3,2023-09-04T03:52:08.000Z,2023-09-04T16:11:09.000Z,,,ac4ac73a0-05e3-4bfa-32b0-9891017ff1da,TFCCTF{412418782_taizhou_04.09.2023_04:11_PM_186.5}
0.43,FISHING,ZHELUYUYUN88898,412418089,CHN,zhoushan,202.8,155.0,7.0,15.7,2023-09-04T06:27:38.000Z,2023-09-04T22:11:01.000Z,,,2a6a77af8-81f6-eca3-4e63-48666efb822d,TFCCTF{412418089_zhoushan_04.09.2023_10:11_PM_202.8}
0.43,FISHING,ZHEDINGYU12107,412424471,CHN,zhoushan,368.5,277.2,7.0,28.4,2023-09-04T09:34:48.000Z,2023-09-05T13:58:48.000Z,,,8d33c29c0-0156-092d-abed-d2de9bbd9a47,TFCCTF{412424471_zhoushan_05.09.2023_01:58_PM_368.5}
0.43,TRAWLERS,ZHE PING YU 80123,412433622,CHN,gouqi island,184.5,110.2,10.6,9.4,2023-09-17T08:37:04.000Z,2023-09-17T18:02:09.000Z,,,339c889a5-5b2e-58b1-e2bf-98172bd65546,TFCCTF{412433622_gouqi island_17.09.2023_06:02_PM_184.5}
0.429,FISHING,ZHELINYU21827,412413926,CHN,gouqi island,114.3,85.8,10.1,6.1,2023-09-03T06:25:28.000Z,2023-09-03T12:31:56.000Z,,,7b009a279-9ef2-4a05-8058-4ad593e1b989,TFCCTF{412413926_gouqi island_03.09.2023_12:31_PM_114.3}
0.429,TUNA_PURSE_SEINES,HANNA,345080011,MEX,mazatlan,493.1,212.9,10.3,25.8,2023-09-21T19:36:52.000Z,2023-09-22T21:27:16.000Z,,,476c6987b-bc9d-e555-6025-7dc285a1f583,TFCCTF{345080011_mazatlan_22.09.2023_09:27_PM_493.1}
0.429,TRAWLERS,DI3YAMADAMARU,431602006,JPN,meishikimi,197.1,112.7,9.8,10.9,2023-09-02T05:35:51.000Z,2023-09-02T16:27:34.000Z,,,6f7681127-733a-4691-3eac-0338177bd39e,TFCCTF{431602006_meishikimi_02.09.2023_04:27_PM_197.1}
0.429,TRAWLERS,ZHU XIANG 1601,200014194,,zhuhai,121.7,106.4,7.6,8.7,2023-09-04T11:10:02.000Z,2023-09-04T19:50:54.000Z,,,3d95f7d56-6835-db8c-9d59-edb3672eacfa,TFCCTF{200014194_zhuhai_04.09.2023_07:50_PM_121.7}
0.429,TRAWLERS,ANGELA SACCO  II,247300220,ITA,porto empedocle,87.4,75.1,10.3,4.6,2023-09-08T01:12:47.000Z,2023-09-08T05:48:26.000Z,,,072ba90ae-e633-1ff4-0271-4bdd38e234f8,TFCCTF{247300220_porto empedocle_08.09.2023_05:48_AM_87.4}
0.428,FISHING,ZHEXIANGYU40221,412435474,CHN,shipu,437.3,187.5,10.1,23.3,2023-09-21T12:03:41.000Z,2023-09-22T11:20:54.000Z,,,8188d624b-b3f9-1639-1581-b0754a5cde1b,TFCCTF{412435474_shipu_22.09.2023_11:20_AM_437.3}
0.428,FISHING,ZHE PU YU 68115,412422923,CHN,zhoushan,296.3,249.2,6.7,23.8,2023-09-04T01:06:51.000Z,2023-09-05T00:57:07.000Z,,,8d88cd5ab-b1d7-a82b-5e21-dbaa27cb1105,TFCCTF{412422923_zhoushan_05.09.2023_12:57_AM_296.3}
0.427,FISHING,ZHELINGYU12193,412416959,CHN,taizhou,320.4,179.4,7.9,21.8,2023-09-04T09:42:56.000Z,2023-09-05T07:33:14.000Z,,,0231f8d47-73f7-5ea4-49ad-71ee7feb5ffc,TFCCTF{412416959_taizhou_05.09.2023_07:33_AM_320.4}
0.427,TRAWLERS,DAI6TYOUNMARU,431602008,JPN,meishikimi,148.6,103.5,8.6,9.3,2023-09-01T01:19:11.000Z,2023-09-01T10:37:11.000Z,,,043c517cf-f4ec-4739-bf64-ba3f82cecbb6,TFCCTF{431602008_meishikimi_01.09.2023_10:37_AM_148.6}
0.427,NA,ZHELINGYU60036,412418658,CHN,taizhou,442.3,228.3,8.3,28.9,2023-09-16T09:08:12.000Z,2023-09-17T14:02:31.000Z,,,15659169c-ce41-8ef5-de91-9f069fae9066,TFCCTF{412418658_taizhou_17.09.2023_02:02_PM_442.3}
0.427,FISHING,ZHELINGYU56089,412418553,CHN,songmen,503.8,264.3,8.2,33.2,2023-09-04T09:15:36.000Z,2023-09-05T18:29:00.000Z,,,b302c582c-c2ae-53d7-c0d6-6344f0dc1673,TFCCTF{412418553_songmen_05.09.2023_06:29_PM_503.8}
0.427,SET_GILLNETS,12 KOUSEIMARU,431020329,JPN,omaezaki,66.2,69.1,10.7,3.3,2023-09-09T15:25:10.000Z,2023-09-09T18:45:10.000Z,,,3987129c2-2e75-b8a3-94a4-a2522b521f86,TFCCTF{431020329_omaezaki_09.09.2023_06:45_PM_66.2}
0.427,TRAWLERS,ZHELINGY 28880,412418308,CHN,taizhou,553.8,288.6,8.2,36.4,2023-09-16T08:16:34.000Z,2023-09-17T20:40:15.000Z,,,18aad5b46-6b59-78eb-f6d4-470909b3b9c6,TFCCTF{412418308_taizhou_17.09.2023_08:40_PM_553.8}
0.427,TRAWLERS,MISS MCKENZIE 1,316010310,CAN,makkovik,138.2,107.3,7.9,9.4,2023-09-05T15:14:54.000Z,2023-09-06T00:38:24.000Z,,,a201afbe8-86d2-9dee-b63e-660aedeadaab,TFCCTF{316010310_makkovik_06.09.2023_12:38_AM_138.2}
0.427,TUNA_PURSE_SEINES,XIXILI,663195000,SEN,dakar,94.6,81.1,11.2,4.6,2023-09-30T01:09:15.000Z,2023-09-30T05:43:43.000Z,,,098ac6ed6-65a9-260b-fb84-8c932eb977ae,TFCCTF{663195000_dakar_30.09.2023_05:43_AM_94.6}
0.426,FISHING,YUEDIANBAI46263,412467991,CHN,bohe,164.6,141.0,6.8,13.1,2023-09-05T06:27:58.000Z,2023-09-05T19:31:17.000Z,,,3fdc5dd4b-b8b3-400b-34f3-11bac6348ce0,TFCCTF{412467991_bohe_05.09.2023_07:31_PM_164.6}
0.426,FISHING,TAKAYOSHIMARU,431003951,JPN,yamagawa,221.6,134.0,8.1,14.9,2023-09-07T03:44:10.000Z,2023-09-07T18:35:34.000Z,,,3ba86595e-ec17-3761-34d0-37e4e99b840e,TFCCTF{431003951_yamagawa_07.09.2023_06:35_PM_221.6}
0.426,TRAWLERS,ZHELINGYU22938,412416422,CHN,taizhou,455.3,224.8,8.5,29.0,2023-09-05T08:03:12.000Z,2023-09-06T13:06:08.000Z,,,95e02816e-e6e6-8056-6d7e-71e67c52c483,TFCCTF{412416422_taizhou_06.09.2023_01:06_PM_455.3}
0.426,TRAWLERS,HARVEST SELINA,601224000,ZAF,saldanha bay,76.8,78.7,8.3,5.0,2023-09-02T02:46:12.000Z,2023-09-02T07:46:41.000Z,,,7db8ab43d-d64a-647f-e8af-5acf92f6a557,TFCCTF{601224000_saldanha bay_02.09.2023_07:46_AM_76.8}
0.426,TRAWLERS,ZHEDINGYU12142,412410577,CHN,zhoushan,351.7,215.9,7.6,25.1,2023-09-04T05:16:27.000Z,2023-09-05T06:19:53.000Z,,,47cbb5b93-3c8a-9d6c-0b6c-c34c938c159b,TFCCTF{412410577_zhoushan_05.09.2023_06:19_AM_351.7}
0.425,TRAWLERS,YUECHAOYANGYU12217,714412217,,haimen,125.0,103.6,7.8,8.6,2023-09-05T21:51:23.000Z,2023-09-06T06:29:02.000Z,,,6486efefc-c57a-2296-3480-66eea1448091,TFCCTF{714412217_haimen_06.09.2023_06:29_AM_125.0}
0.425,TRAWLERS,ZHE DING YU 11290,412424802,CHN,zhoushan,353.9,212.5,7.7,25.0,2023-09-04T06:00:49.000Z,2023-09-05T06:59:37.000Z,,,ab6ae6d49-9fd5-3206-d604-196b2e43a4ff,TFCCTF{412424802_zhoushan_05.09.2023_06:59_AM_353.9}
0.425,SET_LONGLINES,SUQIYU03694,412352027,CHN,lusi,360.9,181.6,8.4,23.3,2023-09-15T10:53:13.000Z,2023-09-16T10:12:25.000Z,,,2da871934-4690-5b33-518b-27cc1225d747,TFCCTF{412352027_lusi_16.09.2023_10:12_AM_360.9}
0.425,FISHING,ZHELINYU21268,412521268,CHN,gouqi island,114.3,85.3,9.9,6.2,2023-09-03T06:26:53.000Z,2023-09-03T12:39:58.000Z,,,42cfb3d71-110d-8118-9da6-cc8b38f5349c,TFCCTF{412521268_gouqi island_03.09.2023_12:39_PM_114.3}
0.424,FISHING,ZHESHENGYU05818,412428018,CHN,gouqi island,142.8,106.2,11.9,6.5,2023-09-16T05:52:17.000Z,2023-09-16T12:22:25.000Z,,,b3d588e81-1770-3b6d-fbba-a98e33f5f4fb,TFCCTF{412428018_gouqi island_16.09.2023_12:22_PM_142.8}
0.424,FIXED_GEAR,ATLANTIC EXPRESS,701006637,ARG,mar del plata,230.7,141.0,7.8,16.0,2023-09-20T20:33:23.000Z,2023-09-21T12:31:48.000Z,,,94e7d92a8-83b3-cfaa-e309-2c4019997075,TFCCTF{701006637_mar del plata_21.09.2023_12:31_PM_230.7}
0.424,TRAWLERS,ZHELINGYU28909,412418567,CHN,taizhou,535.5,293.0,8.0,36.2,2023-09-16T08:19:20.000Z,2023-09-17T20:33:20.000Z,,,b11293c8a-a925-cd52-c0a6-8a0f96113d33,TFCCTF{412418567_taizhou_17.09.2023_08:33_PM_535.5}
